Product Name,Product Price,Product MRP,Product Star,Product Ratings,Product Reviews,Product Processor,Product RAM,Product Storage
Acer Intel Celeron Dual Core N4500,33999,0,3.8,172  , 12 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
MSI Thin 15 Intel Core i7 12th Gen 12650H,86990,0,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H,65547,0,0,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP 360 Intel Celeron Quad Core N4120,18990,31156,4,1124  , 95 ,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
HP 360 Intel Celeron Dual Core N4120,18990,32295,3.9,1165  , 106 ,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
HP OMEN AMD Ryzen 7 Octa Core 7840HS,133318,0,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS AMD Ryzen 5,66990,90990,0,0,0,AMD Ryzen 5 Processor,16 GB DDR4 RAM,512 GB SSD
MSI Creator Z16 Intel Core i9 11th Gen 11900H,175990,257990,4.1,20  , 4 ,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
DELL G15 5520 Intel Core i7 12th Gen 12700H,99990,170051,4.2,26  , 10 ,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
Acer Intel Core i3 13th Gen 1315U,59990,64999,0,0,0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5X RAM,256 GB SSD
Lenovo Ideapad Slim 3 MediaTek Kompanio 520,21990,28690,3.7,161  , 12 ,MediaTek Kompanio 520 Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H,234990,335990,0,0,0,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD
Lenovo Lenovo Legion Pro 7 2024 Intel Core i9 14th Gen 14900HX,322490,419890,0,0,0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,1 TB SSD
MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H,234990,335990,0,0,0,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD
ASUS Vivobook Pro 15 For Creator AMD Ryzen 5 Hexa Core 5600HS,73800,74990,4.5,360  , 27 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix Scar 15 (2024) AMD Ryzen 9 Octa Core 5900HX,180990,259990,4.8,13  , 2 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
MSI GP Intel Core i7 7th Gen 7700HQ,69911,112990,4.8,13  , 4 ,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i7 Processor (7th Gen),64 bit Windows 10 Operating System
DELL G15 5520 Intel Core i7 12th Gen 12700H,99990,170051,4.2,26  , 10 ,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Intel Core i7 12th Gen 12700H,174990,227990,4.4,7  , 2 ,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Strix G16 (2024) with 90WHr Battery Intel HX,194990,251990,4,6  , 2 ,Intel Core i9 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
HP Victus AMD Ryzen 5 Hexa Core 6600H,85310,96579,4.3,7  , 0 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,512 GB SSD
DELL AMD Ryzen 7 Octa Core AMD R7,79990,131143,4.1,14  , 3 ,Processor: AMD R7-6800H (3.20 GHz Up to 4.70 Ghz 8 cores 16MB L3 Cache),"RAM & Storage: 16GB, 2x8GB, DDR5, 4800Mhz & 512GB SSD",Software & Keyboard: Win 11 + Office H&S 2021 & Backlit Keyboard Orange
HP OMEN Intel Core i7 13th Gen 13700HX,153490,176108,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
DELL Alienware Intel Core i7 12th Gen 12700H,151791,263986,0,0,0,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
Acer Predator Helios 300 (2024) Intel Core i7 11th Gen 11800H,94990,149990,4.3,62  , 9 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
HP Intel Core i7 13th Gen 13700HX,150490,174227,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
Colorful Evol P,119999,139999,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Strix G15 (2024) AMD Ryzen 9 Octa Core AMD R9,112990,162990,4.5,53  , 6 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
Lenovo Lenovo Legion Pro 7 2024 Intel Core i9 14th Gen 14900HX,322490,419890,0,0,0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,1 TB SSD
DELL AMD Ryzen 5 Hexa Core AMD R5,89500,109707,4,180  , 24 ,Processor: AMDR5-6600H (3.30 GHz Up to 4.50 Ghz 6 cores 16MB L3 Cache),"RAM & Storage: 16GB, 2x8GB, DDR5, 4800Mhz & 512GB SSD",Software & Keyboard: Win 11 + Office H&S 2021 & Backlit Keyboard Orange
Acer Nitro 5 (2023) AMD Ryzen 7 Octa Core 7735HS,84500,105999,4.4,40  , 5 ,AMD Ryzen 7 Octa Core Processor,8 GB DDR5 RAM,512 GB SSD
ASUS TUF Gaming A17 AMD Ryzen 5 Hexa Core 4600H,69000,87990,4.6,317  , 53 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
Colorful Evol P,84990,119999,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS TUF Gaming F17 Intel Core i5 10th Gen 10300H,71500,79800,0,0,0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 (2022) Intel Core i7 12th Gen 12700H,104000,137990,4.4,212  , 17 ,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Strix G15 (2022) with 90Whr Battery AMD Ryzen 7 Octa Core AMD R7,107991,184990,4.6,63  , 6 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS TUF Gaming F15 (2024) Intel Core i9 11th Gen 11900H,113990,188990,4.2,26  , 6 ,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
HP AMD Ryzen 5 Octa Core,63499,89000,1,3  , 1 ,AMD Ryzen 5 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP OMEN AMD Ryzen 7 Octa Core AMD R7,96100,122804,4.4,36  , 2 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS Vivobook Pro 15 (2024) AMD Ryzen 7 Octa Core AMD R7,62490,82990,4.4,2095  , 227 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery AMD Ryzen 7 Octa Core 6800HS,123830,170990,4.7,18  , 1 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
HP Victus Intel Core i5 11th Gen 11400H,81800,88900,4.4,408  , 55 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL AMD Ryzen 5 Hexa Core AMD R5,66215,101448,4,180  , 24 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen 10300H,68000,84720,4.3,421  , 36 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Victus Intel Core i7 12th Gen 12650H,92560,101000,4.1,12  , 1 ,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP Victus AMD Ryzen 7 Octa Core 5800H,105800,113976,3.7,9  , 0 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
Lenovo Legion 7i Intel Core i7 10th Gen 10875H,193191,349890,2.3,4  , 0 ,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB SSD
DELL AMD Ryzen 7 Octa Core AMD R7,90999,121900,4.2,9  , 2 ,NVIDIA RTX 3050 Graphics upto 90W TGP,"15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)",AMD Ryzen 7 Octa Core Processor
ASUS ROG Flow X13 Ryzen 7 Octa Core 5800HS,97899,162990,4.5,95  , 18 ,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD
DELL Intel Core i7 12th Gen 12650H,122590,161531,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
Lenovo AMD Ryzen 5 Hexa Core 5500U,62990,109000,3.3,6  , 0 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP Victus AMD Ryzen 5 Hexa Core 5600H,60480,84198,4.3,29  , 5 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS Intel Core i5 12th Gen,86150,115000,4.5,4  , 0 ,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
DELL AMD Ryzen 7 Octa Core 5800H,90499,123850,4.5,6  , 0 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS AMD Ryzen 7 Quad Core,107500,135000,0,0,0,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,1 TB SSD
DELL Alienware Intel Core i7 13th Gen 13650HX,149990,227990,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
DELL Intel Core i5 11th Gen 11260H,65999,89990,4.1,326  , 34 ,NVIDIA RTX 3050 Graphics upto 90W TGP,"15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)",Intel Core i5 Processor (11th Gen)
Lenovo Legion 5 AMD Ryzen 5 Hexa Core 4600H,76500,85000,4.5,524  , 51 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Pavilion Gaming AMD Ryzen 5 Hexa Core AMD R5,58100,68192,4.1,1659  , 167 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD
Lenovo Legion 5 Pro AMD AMD Ryzen 7 Octa Core 6800H,159000,209000,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS Intel Core i7 12th Gen,91133,139000,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Intel Core i7 12th Gen,99850,170000,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo Legion 5 AMD Ryzen 5 Hexa Core 4600H,58500,91340,4,10  , 0 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,1305  , 125 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
HP Chromebook (2024) MediaTek MT8183,13990,34554,3.8,4127  , 431 ,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 Inch) Display
Acer Aspire 7 (2023) Intel Core i5 12th Gen 12450H,61314,88999,4.1,68  , 6 ,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL G15 Intel Core i7 12th Gen 12700H,115990,126000,3.7,44  , 7 ,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
Lenovo Legion 5 (2024) Intel Core i7 11th Gen 11800H,99990,145990,4,85  , 15 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Raider GE68 HX Intel Core i9 14th Gen 14900HX,272890,299990,0,0,0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,1 TB SSD
Acer Intel Celeron Dual Core N4500,17990,40000,3.6,82  , 9 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,19990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
HP Pavilion Gaming AMD Ryzen 5 Hexa Core AMD R5,66500,73859,3.9,84  , 8 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
GIGABYTE G Series Intel Core i5 12th Gen 12500H,65990,143700,4.2,5  , 1 ,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
Acer Intel Celeron Dual Core N4500,33999,0,3.8,172  , 12 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
HP Pavilion Gaming AMD Ryzen 5 Hexa Core 5600H,76899,88900,4,4  , 1 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F17,57990,85990,0,0,0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Pulse 16 AI Intel Core Ultra 9 185H,184990,207990,0,0,0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD
MSI Thin 15 Intel Core i5 12th Gen 12450H,77990,87990,0,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP 360 Intel Celeron Quad Core N4120,18990,31156,4,1124  , 95 ,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
HP 360 Intel Celeron Dual Core N4120,18990,32295,3.9,1165  , 106 ,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
MSI Cyborg 15 Intel Core i5 12th Gen 12450H,86990,0,0,0,0,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD
Lenovo IdeaPad Gaming AMD Ryzen 7 Octa Core 7735HS,82190,107590,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
Acer Intel Core i3 13th Gen 1315U,59990,64999,0,0,0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5X RAM,256 GB SSD
Lenovo Ideapad Slim 3 MediaTek Kompanio 520,21990,28690,3.7,161  , 12 ,MediaTek Kompanio 520 Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
